Sentence,Label
"let person=""Hege"";",OTHERS
"function myFunction() {
  document.getElementById(""demo1"").innerHTML = ""Hello Dolly!"";
  document.getElementById(""demo2"").innerHTML = ""How are you?"";
}",OTHERS
// Change heading:,OTHERS
"document.getElementById(""myH"").innerHTML = ""My First Page"";",OTHERS
"/*
The code below will change
the heading with id = ""myH""
and the paragraph with id = ""myP""
in my web page:
*/
document.getElementById(""myH"").innerHTML = ""My First Page"";
document.getElementById(""myP"").innerHTML = ""My first paragraph."";",OTHERS
"/*
document.getElementById(""myH"").innerHTML = ""My First Page"";
document.getElementById(""myP"").innerHTML = ""My first paragraph."";
*/",OTHERS
"let total = price1 + price2;
Try it Yourself »",OTHERS
"{
  let x = 2;
}",OTHERS
"var x = 10;
// Here x is 10

{
var x = 2;
// Here x is 2
}

// Here x is 2",OTHERS
"const fruits = [""Banana"", ""Orange"", ""Apple"", ""Mango""];
fruits.sort();",OTHERS
"const fruits = [""Banana"", ""Orange"", ""Apple"", ""Mango""];
fruits.sort();
fruits.reverse();",OTHERS
"const points = [40, 100, 1, 5, 25, 10];
points.sort(function(a, b){return b - a});",OTHERS
"<button onclick=""myFunction2()"">Sort Numerically</button>

<p id=""demo""></p>

<script>
const points = [40, 100, 1, 5, 25, 10];
document.getElementById(""demo"").innerHTML = points;

function myFunction1() {
  points.sort();
  document.getElementById(""demo"").innerHTML = points;
}

function myFunction2() {
  points.sort(function(a, b){return a - b});
  document.getElementById(""demo"").innerHTML = points;
}
</script>",OTHERS
"const points = [40, 100, 1, 5, 25, 10];

for (let i = points.length -1; i > 0; i--) {
  let j = Math.floor(Math.random() * (i+1));
  let k = points[i];
  points[i] = points[j];
  points[j] = k;
}",OTHERS
"function myArrayMin(arr) {
  return Math.min.apply(null, arr);
}",OTHERS
"function myArrayMax(arr) {
  let len = arr.length;
  let max = -Infinity;
  while (len--) {
    if (arr[len] > max) {
      max = arr[len];
    }
  }
  return max;
}",OTHERS
"const cars = [
  {type:""Volvo"", year:2016},
  {type:""Saab"", year:2001},
  {type:""BMW"", year:2010}
];",OTHERS
const date = new Date();,OTHERS
"print(""Hello, World!"")",OTHERS
"x = 5
y = 10
print(x + y)",OTHERS
"x = input(""Type a number: "")
y = input(""Type another number: "")

sum = int(x) + int(y)

print(""The sum is: "", sum)",OTHERS
"def my_function(x):
  return x[::-1]

mytxt = my_function(""I wonder how this text looks like backwards"")

print(mytxt)",OTHERS
count(),OTHERS
index(),OTHERS
import pymongo,OTHERS
"import pymongo

myclient = pymongo.MongoClient(""mongodb://localhost:27017/"")

mydb = myclient[""mydatabase""]
Run example »",OTHERS
"dblist = myclient.list_database_names()
if ""mydatabase"" in dblist:
  print(""The database exists."")",OTHERS
"import pymongo

myclient = pymongo.MongoClient(""mongodb://localhost:27017/"")
mydb = myclient[""mydatabase""]

mycol = mydb[""customers""]
Run example »",OTHERS
"import pymongo

myclient = pymongo.MongoClient(""mongodb://localhost:27017/"")
mydb = myclient[""mydatabase""]
mycol = mydb[""customers""]

mydict = { ""name"": ""John"", ""address"": ""Highway 37"" }

x = mycol.insert_one(mydict)",OTHERS
"mydict = { ""name"": ""Peter"", ""address"": ""Lowstreet 27"" }

x = mycol.insert_one(mydict)

print(x.inserted_id)
Run example »",OTHERS
"import pymongo

myclient = pymongo.MongoClient(""mongodb://localhost:27017/"")
mydb = myclient[""mydatabase""]
mycol = mydb[""customers""]

mylist = [
  { ""name"": ""Amy"", ""address"": ""Apple st 652""},
  { ""name"": ""Hannah"", ""address"": ""Mountain 21""},
  { ""name"": ""Michael"", ""address"": ""Valley 345""},
  { ""name"": ""Sandy"", ""address"": ""Ocean blvd 2""},
  { ""name"": ""Betty"", ""address"": ""Green Grass 1""},
  { ""name"": ""Richard"", ""address"": ""Sky st 331""},
  { ""name"": ""Susan"", ""address"": ""One way 98""},
  { ""name"": ""Vicky"", ""address"": ""Yellow Garden 2""},
  { ""name"": ""Ben"", ""address"": ""Park Lane 38""},
  { ""name"": ""William"", ""address"": ""Central st 954""},
  { ""name"": ""Chuck"", ""address"": ""Main Road 989""},
  { ""name"": ""Viola"", ""address"": ""Sideway 1633""}
]

x = mycol.insert_many(mylist)

#print list of the _id values of the inserted documents:
print(x.inserted_ids)",OTHERS
"import pymongo

myclient = pymongo.MongoClient(""mongodb://localhost:27017/"")
mydb = myclient[""mydatabase""]
mycol = mydb[""customers""]

for x in mycol.find():
  print(x)",OTHERS
"import numpy as np

arr = np.array([3, 2, 0, 1])

print(np.sort(arr))",OTHERS
"import numpy as np

arr = np.array([[3, 2, 4], [5, 0, 1]])

print(np.sort(arr))",OTHERS
"import pandas as pd

df = pd.read_csv('data.csv')

print(df.to_string()) ",OTHERS
 ,OTHERS
import mysql.connector,OTHERS
"import mysql.connector

mydb = mysql.connector.connect(
  host=""localhost"",
  user=""yourusername"",
  password=""yourpassword""
)

mycursor = mydb.cursor()

mycursor.execute(""SHOW DATABASES"")

for x in mycursor:
  print(x)",OTHERS
"import mysql.connector

mydb = mysql.connector.connect(
  host=""localhost"",
  user=""yourusername"",
  password=“yourpassword"",
  database=""mydatabase""
)",OTHERS
"document.getElementById(""demo"").innerHTML = ""Hello JavaScript"";",OTHERS
"<script> document.getElementById(""demo"").innerHTML = ""My First JavaScript”;</script>",OTHERS
"<!DOCTYPE html> <html> <head> <script> function myFunction() { document.getElementById(""demo"").innerHTML = ""Paragraph changed.""; } </script> </head> body> <h2>Demo JavaScript in Head</h2> <p id=""demo"">A Paragraph</p> <button type=""button"" onclick=""myFunction()"">Try it</button> </body> </html>",OTHERS
"<!DOCTYPE html> <html> <body> <h2>Demo JavaScript in Body</h2> <p id=""demo"">A Paragraph</p> <button type=""button"" onclick=""myFunction()"">Try it</button> <script> function myFunction() { document.getElementById(""demo"").innerHTML = ""Paragraph changed.""; } </script> </body> </html>",OTHERS
"function myFunction() { document.getElementById(""demo"").innerHTML = ""Paragraph changed.""; }",OTHERS
"<script src=""/js/myScript.js""></script>",OTHERS
"<script src=""myScript.js""></script>",OTHERS
"<html> <body> <h1>My First Web Page</h1> <p>My First Paragraph</p> <p id=""demo""></p> <script> document.getElementById(""demo"").innerHTML = 5 + 6; </script> </body> </html>",OTHERS
<body> <h1>My First Web Page</h1> <p>My first paragraph.</p> <script> document.write(5 + 6); </script> </body>,OTHERS
<h1>My First Web Page</h1> <p>My first paragraph.</p>,OTHERS
"<!DOCTYPE html> <html> <body> <button onclick=""window.print()"">Print this page</button> </body> </html>",OTHERS
"<!DOCTYPE html> <html> <body> <button onclick=""window.print()"">Print this page</button> </body> </html>",OTHERS
Rugby is a violent sport,SPORTS
alert(“Hi this is raghul”),OTHERS
I don't buy many jackets (retired) but i think they are still useful. i had my doubts about this jacket -- like could they really get the trim straight at this price? but they did. the jacket is casual but sophisticated. i got the grey and the color is just as pictured. i will probably wear with dark jeans and i see several creative mashups with things in my closet. i am pleased and i think you will be too!,OTHERS
This is a great layering tank that is super comfy! the sale price is a bargain!,OTHERS
"Effortless and super cute! i'm currently wearing my blue tunic for the first time with black leggings and booties - i absolutely love the everyday comfort of this piece! a few have mentioned length as being an issue - i'm wearing a regular s (my normal size) at 5'7"" and find the length similar to the model's. the cut on this is perfect - i was worried that it would look like a plaid sack on, but it's a slim cut that looks polished without needing to be belted. this will surely be a go-to for me",OTHERS
"I like this top a lot - it's cuter in person than it looks on the model -- it's a little heathered. it definitely fits slimmer one me than on the model, and i'm pretty small on top.

overall, nice to see a reasonably priced basic t on the retailer site",OTHERS
"Love, love these jeans. being short they come right to my ankle. super soft and don?t require any hemming. i ordered my typical jean size of 26 and they fit like a glove. would love to have these in black and grey.",OTHERS
These tights are perfect. they seem like they will last a couple seasons with minimal wear. just the slightest texture and not shiny. i got the beige/brown to layer with dresses/skirts and boots. love.,OTHERS
"I was walking by my local retailer and saw this in the window and loved the colors. it's a great combination and looks good with white jeans, and regular denim. i like the cuffs on the sleeves and the textured material. it is a kimono - so in essence it is not form fitting. it's meant to flow over whatever else you have on. i purchased the xs/s and i am a normal size 2 and it looks cute. i got lots of compliments when i wore it! there are slits on either side at the bottom hem as well which allow",OTHERS
"This shirts dresses up anything-tights, jeans or a skirt. love the color and the length",OTHERS
I got size 2p. it comes down a little over my knee cap and i wish it was rather a little above it. i have a small chest about 32b and with a padded push up bra it was still bit loose on the top. i do have a shorter torso. i feel like i could've gone with the 0 petite. i'm a pear shape and more like a size 4 on the bottom and i weigh about 115lbs- there is tons of room to go smaller - it is not form fitting on the bottom at all. has that slight polyester feel but the fabric is beautiful and thick,OTHERS
"I was surprised how great this blouse looks on! the color and texture are awesome.... very well made, but runs a tad small. this will be my new go to when i open my closet!",OTHERS
"Love this top, super soft and drapes great, even after washing. it is pretty long and loose, but it is so comfy and cute to wear with jeans or even joggers!",OTHERS
"Love these tanks so much i have them in every color. i wear them layered under blouses, thermals, henleys, blazers, etc. i'm typically and extra small but the small fits perfectly.",OTHERS
These jeans are so comfortable. they are well-made. they are the perfect pair of jeans. the only thing i do not love is they stretch out a little bit after wearing. i am going to order these again in the next smaller size.,OTHERS
Comfortable and soft are two of my favorite words when it comes to clothes. this shirt meets both requirement. it is a great length and can be casual and dressed up. must have for fall and winter.,OTHERS
"This shirt spoke to me, as soon as i entered the store! i love the colorful plaid, the flattering cut, and the light, airy material. at very least, i think this will be a three-season go to!",OTHERS
"This is the softest, most perfectly cut basic. love the black, wish the white was a true white or ivory instead of heathered. as usual with retailer basics, i prefer the regular length despite being petite with a short torso.",OTHERS
"This product is just what i wanted. it was a great color and nice quality for the price. it is tighter than the model, but i am curvy and that's usually the case. looks cute with a patterned pant and jewelry!",OTHERS
"The shirt is amazing in the photo..but when it arrived in the package to my house, it is sooooo dark that you can't see the patchwork. not happy. going to return it. it was a holiday gift.",OTHERS
"Bought this shirt in red in my usual size small. it is so comfortable and easy to wear. i am 5' 8.5"" tall and it fall on me similar to the model in the picture. not sure if i can wear with leggings--may be too short in front. i'm looking forward to layering it under sweaters and sweater vests for a pop of color.",OTHERS
"I am giving it five stars because the colors and design are so beautiful. but i am a medium, size 6 around 5' 8, and i chose the m/l, which is just too big. i also found a run in the fabric, which is very loose and knit-like in places. but i don't care, i am exchanging for another one in small.",OTHERS
"d = {'UK': 0, 'USA': 1, 'N': 2}
df['Nationality'] = df['Nationality'].map(d)
d = {'YES': 1, 'NO': 0}
df['Go'] = df['Go'].map(d)

print(df)",OTHERS
"import pandas from sklearn import tree from sklearn.tree import DecisionTreeClassifier import matplotlib.pyplot as plt df = pandas.read_csv(""data.csv"") d = {'UK': 0, 'USA': 1, 'N': 2} df['Nationality'] = df['Nationality'].map(d) d = {'YES': 1, 'NO': 0} df['Go'] = df['Go'].map(d) features = ['Age', 'Experience', 'Rank', 'Nationality'] X = df[features] y = df['Go'] dtree = DecisionTreeClassifier() dtree = dtree.fit(X, y) tree.plot_tree(dtree, feature_names=features)",OTHERS
"print(dtree.predict([[40, 10, 7, 1]]))",OTHERS
import pandas as pd cars = pd.read_csv('data.csv') print(cars.to_string()),OTHERS
"#include <stdio.h> int main() { printf(""Hello World!""); return 0; }",OTHERS
"enum Level { LOW = 5, MEDIUM, // Now 6 HIGH // Now 7 };",OTHERS
"enum Level {
  LOW = 1,
  MEDIUM,
  HIGH
};

int main() {
  enum Level myVar = MEDIUM;

  switch (myVar) {
    case 1:
      printf(""Low Level"");
      break;
    case 2:
      printf(""Medium level"");
      break;
    case 3:
      printf(""High level"");
      break;
  }
  return 0;
}",OTHERS
"int sum(int k);

int main() {
  int result = sum(10);
  printf(""%d"", result);
  return 0;
}

int sum(int k) {
  if (k > 0) {
    return k + sum(k - 1);
  } else {
    return 0;
  }
}",OTHERS
"int myNumbers[] = {25, 50, 75, 100};",OTHERS
"int myNumbers[] = {25, 50, 75, 100};
int i;

for (i = 0; i < 4; i++) {
  printf(""%d\n"", myNumbers[i]);
}",OTHERS
"// Declare an array of four integers:
int myNumbers[4];

// Add elements
myNumbers[0] = 25;
myNumbers[1] = 50;
myNumbers[2] = 75;
myNumbers[3] = 100;",OTHERS
"int i;

for (i = 0; i < 10; i++) {
  if (i == 4) {
    break;
  }
  printf(""%d\n"", i);
}",OTHERS
"int i = 0;

while (i < 10) {
  if (i == 4) {
    i++;
    continue;
  }
  printf(""%d\n"", i);
  i++;
}",OTHERS
"<?php
$x = 5985;
var_dump(is_int($x));

$x = 59.85;
var_dump(is_int($x));
?>",OTHERS
"<?php
$x = 10.365;
var_dump(is_float($x));
?>",OTHERS
"switch (n) {
  case label1:
    code to be executed if n=label1;
    break;
  case label2:
    code to be executed if n=label2;
    break;
  case label3:
    code to be executed if n=label3;
    break;
    ...
  default:
    code to be executed if n is different from all labels;
}",OTHERS
"<?php
$favcolor = ""red"";

switch ($favcolor) {
  case ""red"":
    echo ""Your favorite color is red!"";
    break;
  case ""blue"":
    echo ""Your favorite color is blue!"";
    break;
  case ""green"":
    echo ""Your favorite color is green!"";
    break;
  default:
    echo ""Your favorite color is neither red, blue, nor green!"";
}
?>",OTHERS
"<?php
// define variables and set to empty values
$nameErr = $emailErr = $genderErr = $websiteErr = """";
$name = $email = $gender = $comment = $website = """";

if ($_SERVER[""REQUEST_METHOD""] == ""POST"") {
  if (empty($_POST[""name""])) {
    $nameErr = ""Name is required"";
  } else {
    $name = test_input($_POST[""name""]);
  }

  if (empty($_POST[""email""])) {
    $emailErr = ""Email is required"";
  } else {
    $email = test_input($_POST[""email""]);
  }

  if (empty($_POST[""website""])) {
    $website = """";
  } else {
    $website = test_input($_POST[""website""]);
  }

  if (empty($_POST[""comment""])) {
    $comment = """";
  } else {
    $comment = test_input($_POST[""comment""]);
  }

  if (empty($_POST[""gender""])) {
    $genderErr = ""Gender is required"";
  } else {
    $gender = test_input($_POST[""gender""]);
  }
}
?>",OTHERS
"<html>
<body>

<form action=""welcome.php"" method=""post"">
Name: <input type=""text"" name=""name""><br>
E-mail: <input type=""text"" name=""email""><br>
<input type=""submit"">
</form>

</body>
</html>",OTHERS
Make a travel budget.,OTHERS
Create a travel playlist,OTHERS
Create an Itinerary for a 5-day trip to Bali.Make sure to include the most beautiful yet safe places I can explore. Include a moderate amount of things to do since I also want some time to relax.,OTHERS
"Based on the trip you created, what will be the total expense of traveling around and just enjoying myself for just one person? Exclude hotel and flights.",OTHERS
Book Flights and Hotels,OTHERS
Export Your Travel Plan from ChatGPT,OTHERS
Generate a 7-day itinerary for a cultural trip to Rome.,OTHERS
Plan a trip to Kerla.,OTHERS
Suggest a packing list for a two-week hiking trip in the Rockies,OTHERS
Describe the local cuisine of Bangkok and suggest dishes to try,OTHERS
Provide tips for sustainable travel in Costa Rica,OTHERS
Suggest a budget-friendly itinerary for a 3-day trip to Dubai.,OTHERS
Plan a trip to Ladak,OTHERS
Plan a trip to Himachal Pradesh,OTHERS
Plan a trip to Kullu manali,OTHERS
Plan a trip to Switzerland,OTHERS
Plan a trip to Rajasthan,OTHERS
Plan a trip to Chennai,OTHERS
Can you recommend some unusual museums in London,OTHERS
What are some underrated architectural marvels in India worth visiting,OTHERS
How can I create a budget-friendly itinerary for a week in Spain,OTHERS
It's always going to be one 'Universe Boss': Chris Gayle,SPORTS
What crisis? Man United gets morale-boosting 2-1 win over Chelsea. City lose,SPORTS
Gordon Banks denied Pele with that famous save at the 1970 World Cup,SPORTS
Paul Gascoigne's superb free-kick against Arsenal was greeted with superb commentary,SPORTS
Wimbledon beat Liverpool in the 1988 FA Cup final,SPORTS
"The greatest moment in the history of English football, Bobby Moore lifting aloft the World Cup trophy on home soil after a thrilling final victory over arch-rivals West Germany at Wemble",SPORTS
Paul Gascoigne FA Cup semi-final free-kick,SPORTS
Arguably the greatest game in Premier League history and certainly the greatest title collapse,SPORTS
"The crowning moment in the Sir Alex Ferguson dynasty at Old Trafford, Manchester United",SPORTS
Goal Bafana Bafana! Goal for South Africa! Goal for all Africa,SPORTS
"The Spanish forward rounded Victor Valdes in stoppage time, rolling into the open goal to seal Chelsea",SPORTS
Manchester City are still alive here. Balotelli…Agueroooooooooooooooo!!!! I swear you’ll never see anything like this ever again,SPORTS
"Roma have risen from their ruins! Manolas, the Greek God in Rome! The unthinkable unfolds before our eyes! This was not meant to happen! This could not happen! THIS IS HAPPENING",SPORTS
All-time Chelsea v Man United Premier League XI,SPORTS
Manchester United face Chelsea tonight in a Premier League fixture at Old Trafford,SPORTS
Diego Maradona’s ‘Hand of ‘God’ Goal,SPORTS
Pele Greets Ronaldo After Brazil’s 2002 World Cup Win,SPORTS
lex Ferguson Hugs Ronaldo after EuroCup 2016,SPORTS
"Messi’s journey towards greatness commenced on the back of a goal from the then rising star, as he celebrated by hopping on teammate Ronaldinho’s back",SPORTS
Ronaldinho Invited for Barcelona Team Photo,SPORTS
Messi Cries after Losing The Copa America Final,SPORTS
Zlatan Ibrahimovic’s Bicycle Kick against England,SPORTS
Manchester City’s Sergio Aguero Scores Last Minute,SPORTS
John Terry’s Penalty Slip against Manchester United,SPORTS
World Cup stunning moments: Germany humiliate Brazil 7-1,SPORTS
"19 years ago today, Cristiano Ronaldo scored his first goal for Portugal against Greece at the Euro 2004.",SPORTS
Ronaldo led his side to a place at the 2014 World Cup after scoring four goals against Sweden in a two-legged playoff,SPORTS
"The Swedish forward did his bit scoring two goals in the second leg, but ultimately it was Ronaldo who triumphed, securing a 4-2 win on aggregate",SPORTS
"His final goal, which brought the game level at 3-3 in the 88th minute, was a sumptuous trademark Ronaldo free kick",SPORTS
Messi and Mbappe trade blows in epic Final,SPORTS
"Lionel Messi and Kylian Mbappe both enjoyed a terrific World Cup and headed into the showpiece match neck-and-neck for the adidas Golden Boot, but only one could come out on top",SPORTS
"Messi then appeared to have won it when he prodded home a loose ball in the 108th minute, but Mbappe picked himself up off the canvas to tuck home another penalty.",SPORTS
Mbappe despatched his own penalty with ten minutes to go to give Les Bleus hope.,SPORTS
You are the manager of your favourite football team. Create a game plan on how they can win their next game.,SPORTS
Write a fan letter to your favourite football player. What would you want to ask them,SPORTS
List in detail 3 reasons why you love your favourite football team,SPORTS
I want Chinese collared shirts,OTHERS
I want shirts,OTHERS
Footballer took out insurance policy on BMW minutes after smashing into parked cars,SPORTS
"Russian footballer Fedor Smolov, a 32-year-old striker currently playing for his country, became one of the first Russian sportsmen to express his heartbreak at the invasion of Ukraine by his country",SPORTS
Ukraine’s international footballer Roman Yaremchuk scored the equalizer for Benfica in a Champions League match,SPORTS
I want to buy a pair of socks,OTHERS
I want to buy a cardigan at low price,OTHERS
How much do Adidas tanks costs,OTHERS
Tesla Model 3 vs. Chevy Bolt: Differences,OTHERS
Audi Q5 2023 Review,OTHERS
Change Brake Pads on Toyota Camry,OTHERS
Upcoming BMW Electric Models,OTHERS
Best SUVs for Off-Road,OTHERS
Tips for Buying a Used Honda,OTHERS
Latest Mercedes Safety Features,OTHERS
Ford Mustang Maintenance,OTHERS
Toyota Prius vs. Honda Insight,OTHERS
Issues with Tesla Model S Batteries,OTHERS
Improve Fuel Efficiency in Silverado,OTHERS
Porsche vs. Ferrari Performance,OTHERS
Electric Car Charging Stations,OTHERS
Lexus ES 350 Maintenance Costs,OTHERS
Tips for Tesla Model X Range,OTHERS
Comparison between Ford Bronco and Jeep Wrangler off-road capabilities,OTHERS
Guide to selling a used luxury car,OTHERS
Comparison of compact SUVs under 3 lakh,OTHERS
Luxury sedan comparison: BMW vs. Mercedes vs. Audi,OTHERS
Comparison between Hyundai Elantra and Kia Forte,OTHERS
Guide to off-road modifications for a XUV500,OTHERS
How to reset tire pressure sensor in a Ford figo,OTHERS
Issues with Hyundai Accent transmission,OTHERS
Comparison of safety features in minivans,OTHERS
Guide to upgrading the brakes on a Dodge Charger,OTHERS
What are best cars to buy under 500000?,OTHERS
What are best cars to buy under 5 lakh?,OTHERS
What is the top speed of porsche 911 turbo?,OTHERS
What is the top speed of BMW M8?,OTHERS
Is Tesla cyber truck good enough for off roads?,OTHERS
Will data harrier be a competitive brand for Renault duster 2024?,OTHERS
"Maruti Suzuki's first EV will be a top-end SUV with 550 km range, launching next year",OTHERS
Mercedes-Benz makes ‘fundamental changes’ to suit the new mobility better,OTHERS
Mahindra Tractors aims to double exports and increase market share in 20hp-40hp range with new Oja platform,OTHERS
From Pickup truck to EVs: M&M's plan for global dominance and innovation,OTHERS
Ford says unlikely Mustang Mach-E EV will qualify for US federal tax.,OTHERS
Kia Sonet facelift: New details emerge about powertrain ahead of December 14 debut,OTHERS
"Cyclone Michaung: Maruti, Hyundai, Tata, Mahindra, Toyota announce customer support initiatives",OTHERS
Lamborghini Revuelto launched in India at Rs 8.89 crore,OTHERS
Tata Motors beats Hyundai Motor India in car retail sales in November 2023,OTHERS
Maruti's SMG facility achieves production milestone of 3 million units,OTHERS
"Rapido introduces cab service, claims zero commission from drivers",OTHERS
"Mahindra Scorpio beats Hyundai Creta in November sales, two months in a row now",OTHERS
Maruti Suzuki Jimny has discounts up to Rs 2.21 lakh within 7 months of launch | Compete details here,OTHERS
"Massive discount on Ola S1 X+, here are complete details",OTHERS
Maruti Suzuki Jimny price slashed by Rs 2 lakh with addition of new Thunder edition model | Details here,OTHERS
"November domestic car sales: Maruti's volume almost equal to combined volume of Hyundai, Tata, Mahindra",OTHERS
Tesla Cybertruck beats Porsche 911 in drag race while towing another Porsche 911,OTHERS
First Indian Village Mana ft. Hyundai Tucson - Icons of India,OTHERS
Chanderi ft. Hyundai Venue N Line - Icons of India,OTHERS
"Yamaha R3 review, first ride",OTHERS
"Kia Sonet facelift unveil, launch details out",OTHERS
"Baleno, Swift, Brezza, Fronx, Jimny, others: Maruti Suzuki to increase car prices in January 2024",OTHERS
Ferrari SF90 XX Stradale makes regional debut at Casa Ferrari Abu Dhabi,OTHERS
"2023 Porsche Panamera launched in India, priced from Rs 1.68 crore",OTHERS
200+ Ferrari car parade celebrates the opening of Casa Ferrari in Abu Dhabi,OTHERS
"2023 Royal Enfield Himalayan launched, prices start at Rs 2.69 lakh",OTHERS
"Creta, Venue, Nios, Exter set to drive Hyundai's domestic volume over 600,000 units in 2023",OTHERS
"Maruti Suzuki Fronx crosses 10,000 units in average monthly volume",OTHERS
"Orxa Mantis electric motorcycle launched, priced at Rs 3.6 lakh",OTHERS
"Maruti Suzuki India announces winners of MAIL Cohort 8, here are complete details",OTHERS
"Volkswagen Taigun, Virtus Sound Edition launched, get details here",OTHERS
Hyundai India launches Samarth initiative for disabled individuals,OTHERS
Eicher Non-Stop series of heavy-duty trucks launched,OTHERS
"Hyundai Exter's popularity on rise, already has close to 1 lakh bookings",OTHERS
"From Exter to Ioniq 5, there is now a Hyundai SUV for everyone, says MD & CEO Unsoo Kim",OTHERS
"2023 Mercedes-Benz GLE review, first drive",OTHERS
"2023 Honda CB350 launched in India, price starts at Rs 1,99,900",OTHERS
Maruti Suzuki Brezza vs Tata Nexon: Two stars battle for supremacy in compact SUV segment,OTHERS
"Xiaomi SU7 electric sedan revealed in China, to rival Tesla Model 3 & BMW i4",OTHERS
"Pakistan car sales: Industry in shambles with less than 5,000 units sold in October",OTHERS
Nissan Magnite AMT introductory price extended on bookings made till November 30,OTHERS
"Maruti has 226,000 pending bookings; over 56,000 for SUVs with Brezza driving growth",OTHERS
Scorpio drives demand for Mahindra SUVs with highest monthly bookings in Q2,OTHERS
ED attaches 3 properties of Hero MotoCorp's Pawan Munjal,OTHERS
"Mahindra Q2 results: Net profit rises 67%, 17% growth in revenue",OTHERS
Lotus Emira sportscar headed to India in 2024,OTHERS
"Hero MotoCorp to enter Europe with Vida V1 by mid-2024; to target Spain, France, UK initially",OTHERS
"Lotus marks India entry with Eletre electric SUV, priced at Rs 2.55 crore",OTHERS
"Yamaha Diwali offers: Get all details about benefits on FZ model range, FI hybrid scooter models",OTHERS
Hyundai Exter vs Tata Punch: Who won the sales battle of micro-SUVs in October?,OTHERS
2024 Maruti Suzuki Swift spied testing in India,OTHERS
